Date,Mining depth (m),Daily extracted ammount raw (tons),Copper content in raw material (%),Daily energetic consumtion (MW/h),Working hours,Copper price ($),Daily expenses ($),Estimated daily earnings ($),Temperature (C°),Workers Strikes,Machine breakdowns
07/08/2025,339.63,354.59,0.35,43.89,12.99,6028.91,80339.02,667887.9,18.42,0,0
08/08/2025,311.92,242.89,0.38,36.42,12.38,7505.33,68763.9,623964.55,6.23,0,0
11/08/2025,712.97,464.57,0.42,47.6,11.07,7387.27,152060.07,1289339.62,24.44,0,0
12/08/2025,585.13,548.09,0.37,27.68,13.13,4910.26,69987.41,925780.42,26.63,0,0
13/08/2025,561.6,353.2,0.44,51.25,14.45,7480.67,68945.6,1093610.36,23.93,0,1
14/08/2025,703.7,356.41,0.44,35.63,11.45,9512.26,83463.15,1408253.27,21.8,0,0
15/08/2025,616.88,305.1,0.39,26.01,13.74,5683.7,213777.28,462520.5,23.44,0,0
18/08/2025,590.48,477.9,0.43,39.49,8.36,5843.99,61625.72,1139296.69,15.73,0,0
19/08/2025,696.6,631.97,0.44,36.66,10.46,7495.32,110504.94,1973694.71,21.89,0,0
20/08/2025,313.46,492.24,0.44,28.31,8.41,3536.79,76853.84,689163.94,16.86,0,0
21/08/2025,627.33,477.02,0.41,38.0,14.06,8352.65,98928.58,1534667.67,13.03,0,0
22/08/2025,656.6,406.36,0.38,47.92,7.29,7797.5,80314.67,1123750.33,8.76,0,0
25/08/2025,709.05,500.65,0.43,37.91,13.96,11239.98,131498.22,2288239.05,15.64,0,0
26/08/2025,580.16,539.02,0.49,36.28,11.8,6986.2,56932.35,1788261.4,31.22,0,0
27/08/2025,548.98,363.78,0.52,42.13,10.12,4698.61,65199.9,823615.48,24.42,0,0
28/08/2025,402.56,352.88,0.36,34.75,16.68,7510.72,101869.17,852268.66,15.81,0,0
29/08/2025,508.39,382.48,0.49,43.26,11.25,8178.85,80527.93,1452312.88,17.31,0,0
02/09/2025,740.86,756.01,0.44,30.44,13.2,6760.56,113709.64,2135152.78,15.98,0,0
03/09/2025,744.3,312.41,0.45,32.62,12.29,7413.58,149656.78999999998,892577.65,17.99,0,0
04/09/2025,371.17,321.4,0.46,40.3,12.52,4400.75,115119.20999999999,535505.27,30.44,0,0
05/09/2025,643.57,501.31,0.41,35.76,11.21,6605.09,127337.47,1230253.57,23.06,0,0
08/09/2025,670.36,454.15,0.49,35.11,12.88,9633.01,101817.86,2041849.57,17.84,0,0
09/09/2025,405.93,482.46,0.39,33.86,13.2,4681.28,113199.4,767627.44,11.21,0,0
10/09/2025,619.46,221.85,0.44,46.24,13.17,6238.5,108672.79000000001,500292.15,25.39,0,0
11/09/2025,683.37,316.73,0.37,42.45,10.4,6951.68,74038.89,740629.18,19.36,0,0
12/09/2025,632.78,395.21,0.43,31.15,8.91,5867.35,139696.74,857402.48,16.31,0,0
15/09/2025,598.76,482.86,0.49,36.93,15.84,7844.32,72286.62,1783690.47,13.45,0,0
16/09/2025,416.37,194.2,0.47,34.4,10.93,4778.21,72032.8,364093.54,23.29,0,0
17/09/2025,551.79,388.42,0.43,37.74,11.3,7975.41,101691.62,1230366.14,6.18,0,0
18/09/2025,743.98,494.36,0.45,27.83,13.52,11165.73,91721.45,2392229.18,16.54,0,0
19/09/2025,668.12,490.6,0.4,36.22,11.53,6405.15,71323.17,1185623.47,13.12,0,0
22/09/2025,519.79,245.62,0.41,30.43,13.92,5927.66,106931.48999999999,490008.77,22.76,0,0
23/09/2025,741.25,604.97,0.44,21.44,13.89,6738.59,174090.01,1619633.7,9.12,0,0
24/09/2025,510.43,210.37,0.41,32.31,12.75,5705.4,80792.31,411308.14,18.88,0,0
25/09/2025,402.54,315.5,0.37,31.21,8.51,7694.77,146141.66999999998,752107.31,13.5,0,1
26/09/2025,336.73,106.08,0.37,35.87,12.59,11010.36,94544.88,337607.35,19.03,0,0
29/09/2025,460.23,383.77,0.41,38.49,10.8,7065.2,114474.34,997204.5,17.73,0,0
30/09/2025,626.97,608.05,0.38,31.83,11.27,6996.82,79712.15,1536966.08,25.19,0,0
01/10/2025,604.49,92.81,0.39,27.25,14.5,6128.54,71594.11,150233.91,16.91,0,0
02/10/2025,338.37,514.19,0.46,42.68,11.0,9844.71,104043.93,2224499.73,21.98,0,0
03/10/2025,701.34,342.45,0.46,43.33,11.59,5736.51,105652.42,798002.79,12.16,0,0
06/10/2025,557.69,458.71,0.48,43.37,9.26,5014.02,93712.26999999999,1010278.66,19.58,0,0
07/10/2025,455.58,440.81,0.54,37.12,12.05,5684.43,78904.07,1274202.87,10.99,0,0
08/10/2025,661.05,314.48,0.46,39.29,13.06,6703.68,132229.96000000002,837529.75,23.82,0,0
09/10/2025,355.15,294.2,0.49,30.46,9.86,7242.89,98637.98000000001,945482.56,15.66,0,0
10/10/2025,442.95,692.85,0.42,31.47,12.68,8229.6,205419.6,2189369.31,22.04,0,0
14/10/2025,347.45,302.25,0.44,29.6,10.57,8600.58,100619.28,1043171.85,20.33,0,0
15/10/2025,472.65,361.93,0.46,30.53,10.94,5550.58,86477.75,837626.1,22.28,0,0
16/10/2025,457.61,453.83,0.46,43.91,9.76,7431.47,116296.13,1435110.92,15.75,0,0
17/10/2025,411.74,375.39,0.45,40.56,10.67,11480.2,119142.7,1820155.83,18.78,0,1
20/10/2025,325.97,308.71,0.35,35.85,9.07,6325.78,116848.74,566642.3,23.96,0,0
21/10/2025,429.46,594.89,0.41,28.06,14.62,5934.46,97394.86,1350049.01,24.06,0,0
22/10/2025,471.98,445.04,0.57,37.92,10.18,10512.81,67239.58,2599574.37,21.96,0,0
23/10/2025,574.84,235.78,0.41,40.99,11.65,4818.68,164517.16,301303.67,19.31,0,0
24/10/2025,668.86,306.31,0.42,32.59,10.97,5651.67,134023.11,593065.37,11.69,0,0
27/10/2025,625.11,419.46,0.39,33.17,15.07,7729.31,107890.45,1156542.74,9.76,0,0
28/10/2025,385.59,566.47,0.48,28.87,12.92,4403.09,101987.97,1095236.86,17.93,0,0
29/10/2025,479.49,326.01,0.41,31.16,14.27,8661.85,100026.98000000001,1057751.4,12.96,0,0
30/10/2025,344.0,431.36,0.37,43.04,11.71,7599.88,54409.86,1158555.31,19.02,0,0
31/10/2025,566.11,394.84,0.44,34.03,12.51,8652.49,97057.47,1406136.16,21.37,0,0
03/11/2025,623.2,262.47,0.47,36.83,11.14,7520.47,98771.2,828960.75,17.21,0,0
04/11/2025,465.41,193.31,0.38,34.02,12.14,9136.05,154475.45,516638.68,5.97,0,0
05/11/2025,453.95,531.25,0.45,49.2,14.4,4845.01,66971.28,1091288.92,15.27,0,0
06/11/2025,725.51,505.25,0.43,30.68,11.08,3791.12,76019.5,747629.75,12.61,0,0
07/11/2025,724.12,439.79,0.38,35.28,10.84,10829.61,51397.94,1758448.65,10.94,0,0
10/11/2025,732.24,316.77,0.41,33.98,10.8,8642.55,76718.07,1045739.16,11.67,0,1
12/11/2025,740.45,514.18,0.36,28.07,11.72,5949.93,247306.93,854053.67,13.68,0,0
13/11/2025,511.93,336.43,0.44,41.12,13.88,7458.39,80030.18,1024029.32,17.92,0,0
14/11/2025,473.21,361.97,0.41,30.63,11.46,10115.95,56914.82,1444370.05,18.99,0,0
17/11/2025,557.64,341.92,0.49,29.39,12.98,3749.85,99617.12,528635.75,14.16,0,0
18/11/2025,471.01,414.37,0.45,27.58,11.16,5778.75,79691.24,997852.05,13.37,0,0
19/11/2025,444.52,328.27,0.43,30.08,12.58,7921.55,105096.85,1013078.25,17.34,0,0
20/11/2025,650.83,452.51,0.46,47.97,15.09,7491.33,82910.08,1476444.72,14.66,0,0
21/11/2025,496.73,223.84,0.39,37.34,9.94,6025.68,53969.37,472058.03,10.52,0,0
24/11/2025,310.45,477.32,0.44,45.18,12.18,4197.41,64076.22,817467.19,22.7,0,0
25/11/2025,446.78,704.22,0.4,34.94,10.78,7419.73,53069.52,2036979.38,22.69,0,0
26/11/2025,755.18,700.13,0.42,33.12,9.15,4524.54,89730.6,1240731.2,16.03,0,0
28/11/2025,752.3,501.93,0.52,34.43,10.07,8443.2,107678.59,2096027.01,17.33,0,0
01/12/2025,626.83,214.46,0.38,29.29,13.75,5898.58,66404.33,414299.27,16.58,0,0
02/12/2025,459.35,463.22,0.51,37.97,11.58,7476.66,54107.67,1712194.94,21.45,0,1
03/12/2025,593.17,396.64,0.48,48.08,12.24,5720.38,120768.49,968318.64,18.52,0,0
04/12/2025,385.54,511.86,0.44,29.36,16.51,10117.52,75774.38,2202877.29,17.31,0,0
05/12/2025,582.25,265.75,0.34,35.67,14.19,6062.19,70089.59,477659.59,13.27,0,0
08/12/2025,472.93,304.77,0.37,35.06,11.72,8785.71,96971.07,893748.64,18.58,0,0
09/12/2025,715.94,451.93,0.48,50.08,10.48,8098.93,98962.01000000001,1657909.72,26.22,0,0
10/12/2025,534.51,516.39,0.44,40.46,11.82,4559.21,115227.57,920677.83,21.22,0,0
11/12/2025,329.63,216.57,0.32,37.57,12.17,6634.12,152245.2,307515.24,24.4,0,0
12/12/2025,421.46,555.78,0.47,34.06,13.24,7140.95,85615.54000000001,1779719.14,14.57,0,0
15/12/2025,306.99,328.62,0.32,27.19,9.93,7915.9,98509.5,733913.88,6.94,0,0
16/12/2025,676.16,422.25,0.48,36.83,12.77,8811.39,68069.85,1717822.68,22.24,0,0
17/12/2025,649.5,520.12,0.47,29.97,11.16,8348.48,146095.43,1894743.94,24.65,0,0
18/12/2025,630.38,150.85,0.37,37.11,10.38,7939.01,121507.15,321604.72,14.79,0,0
19/12/2025,573.71,350.25,0.36,33.79,11.43,6266.54,112849.55,677298.48,20.83,0,0
22/12/2025,577.1,318.88,0.46,32.24,13.1,7483.93,182086.14,915692.64,15.32,0,0
23/12/2025,685.48,382.15,0.44,30.22,11.2,8118.6,90040.26999999999,1275069.85,17.78,0,0
24/12/2025,633.79,584.6,0.39,39.87,10.59,8045.32,61850.76,1772433.93,19.63,0,0
26/12/2025,556.35,423.03,0.36,46.15,14.14,8912.64,99856.95999999999,1257456.12,17.62,0,0
29/12/2025,532.61,245.3,0.37,31.98,14.87,8035.26,131488.97,597799.26,20.04,0,0
30/12/2025,515.43,150.88,0.34,33.18,10.9,10273.63,74557.52,452471.48,22.07,0,0
31/12/2025,644.86,214.52,0.4,34.82,13.28,5837.66,249793.23,251124.7,24.34,0,0
02/01/2026,625.53,599.55,0.34,27.6,14.5,9310.52,99467.48000000001,1798454.09,13.75,0,0
05/01/2026,363.73,434.91,0.42,29.88,13.48,5316.51,60932.93,910192.48,26.08,0,0
06/01/2026,588.62,465.7,0.43,37.32,15.53,8381.34,77557.17,1600814.55,19.71,0,0
07/01/2026,711.11,337.41,0.47,31.78,11.8,5871.17,83390.73000000001,847675.26,13.6,0,0
08/01/2026,714.06,366.13,0.43,34.46,12.63,10295.79,72399.58,1548527.38,19.15,0,0
09/01/2026,578.5,418.6,0.45,42.14,14.94,7534.4,127709.59,1291545.34,12.77,0,0
12/01/2026,666.6,331.33,0.51,47.61,14.49,7785.75,83007.89,1232614.91,16.39,0,0
13/01/2026,694.83,369.57,0.38,31.68,15.13,7392.0,92357.91,945749.44,7.71,0,0
14/01/2026,353.68,264.26,0.45,35.42,11.24,7380.51,97328.86,780339.25,14.44,0,0
15/01/2026,397.41,329.65,0.5,45.28,10.14,6009.96,58186.09,932405.57,16.98,0,0
16/01/2026,578.55,640.17,0.38,24.56,9.67,7094.62,143034.31,1582835.59,13.19,0,0
20/01/2026,607.15,534.32,0.41,32.68,14.08,7527.48,91852.51000000001,1557201.57,24.1,0,0
21/01/2026,619.46,515.52,0.34,36.91,10.78,8463.57,109275.28,1374192.19,8.52,0,0
22/01/2026,619.65,346.14,0.47,36.6,13.07,7058.36,64073.55,1084221.39,11.77,0,0
23/01/2026,692.19,305.96,0.36,34.43,11.24,7233.5,110742.26999999999,685995.93,16.72,0,0
26/01/2026,547.42,421.32,0.43,38.16,13.16,7998.09,160271.21000000002,1288723.56,14.53,0,0
27/01/2026,389.2,428.48,0.43,29.24,10.59,6981.22,144377.7,1141886.95,22.8,0,0
28/01/2026,714.79,253.25,0.4,25.28,8.7,8084.52,126576.6,692385.28,11.43,0,0
29/01/2026,643.43,423.22,0.37,39.76,12.69,7043.77,144558.74,958435.07,14.86,0,0
30/01/2026,323.33,457.77,0.47,30.49,12.13,6011.06,160182.43,1133108.55,12.97,0,0
02/02/2026,635.98,371.97,0.43,24.8,15.74,6706.82,84921.34,987815.07,12.53,0,0
03/02/2026,485.57,620.87,0.39,29.73,10.67,8131.3,109480.51999999999,1859426.77,16.57,0,0
04/02/2026,353.59,631.75,0.42,42.85,10.16,5393.21,85896.15,1345111.23,19.42,1,0
05/02/2026,456.72,476.65,0.44,26.42,12.13,8009.15,80682.76,1599044.23,23.91,0,0
06/02/2026,724.63,460.27,0.43,31.94,9.85,8500.25,89219.48999999999,1593116.84,27.86,0,0
09/02/2026,419.92,399.85,0.31,41.77,12.09,4216.29,72452.89,450171.01,12.04,0,0
10/02/2026,410.12,364.87,0.5,29.78,9.47,7011.91,142054.91999999998,1137162.88,19.46,0,0
11/02/2026,427.34,376.84,0.44,45.59,7.45,7409.7,88638.73000000001,1139960.66,25.22,0,0
12/02/2026,727.78,462.78,0.36,35.88,11.57,10192.28,90226.73999999999,1607815.26,14.38,0,0
13/02/2026,484.26,447.43,0.45,39.31,15.03,6028.81,115259.32,1098602.39,16.22,0,0
17/02/2026,452.3,179.73,0.47,34.15,9.62,8526.51,121974.1,598286.63,10.26,0,0
18/02/2026,323.78,253.32,0.46,23.23,10.66,6794.68,98585.70999999999,693179.33,16.3,0,0
19/02/2026,487.39,370.46,0.41,28.81,10.08,8280.34,83930.87,1173758.38,12.68,0,0
20/02/2026,711.55,419.78,0.48,47.3,14.16,7613.8,90571.76000000001,1443566.3,11.38,0,0
23/02/2026,526.81,575.47,0.45,53.16,11.03,5343.36,118595.36,1265129.16,9.37,0,0
24/02/2026,396.21,434.78,0.38,28.33,8.88,8977.95,83898.39,1399406.19,12.64,0,0
25/02/2026,370.34,401.94,0.42,40.9,10.34,7725.82,82024.41,1222208.35,10.82,0,0
26/02/2026,427.63,409.8,0.44,42.08,9.13,4296.4,66202.93,708489.55,17.06,1,0
27/02/2026,457.93,238.53,0.47,32.63,12.68,9699.71,144481.28,942944.48,18.02,0,0
02/03/2026,623.53,183.81,0.5,38.03,10.33,10868.2,97564.79000000001,901277.13,16.12,0,0
03/03/2026,551.02,601.93,0.42,25.95,10.6,7189.58,140338.88,1677263.15,17.05,0,0
04/03/2026,606.99,364.07,0.42,40.85,11.0,6169.14,71476.93,871842.57,16.31,0,0
05/03/2026,582.64,437.82,0.45,32.36,9.5,7467.24,121462.82,1349725.34,16.81,0,0
06/03/2026,676.37,444.21,0.44,42.15,11.08,7793.65,127161.77,1396125.83,18.68,0,0
09/03/2026,710.24,459.31,0.44,31.15,17.88,8594.27,70645.63,1666225.4,23.33,0,0
10/03/2026,750.44,394.06,0.41,37.01,8.71,9935.59,184572.83,1420666.79,26.39,0,0
11/03/2026,508.35,508.89,0.43,35.41,12.33,8896.75,79992.06,1866818.8,26.67,0,0
12/03/2026,466.63,462.73,0.46,49.64,11.39,5182.06,124136.62,978894.91,10.43,0,0
13/03/2026,602.81,643.45,0.42,32.87,11.55,8334.25,181782.55,2070540.18,12.58,0,0
16/03/2026,761.62,521.75,0.44,26.77,12.91,4214.24,64438.54,903024.54,16.03,0,0
17/03/2026,646.96,204.77,0.39,27.35,7.46,5144.58,112830.01000000001,298017.69,18.36,0,0
18/03/2026,577.22,345.58,0.39,38.08,11.6,6796.24,79694.57,836276.83,14.55,0,0
19/03/2026,740.54,412.94,0.38,34.78,7.66,9149.54,126814.06,1308906.14,23.2,0,0
20/03/2026,455.94,564.11,0.4,29.38,9.83,5148.06,86942.83,1074686.02,27.61,0,0
23/03/2026,549.24,613.11,0.42,30.44,9.41,5150.1,120859.12,1205323.56,26.77,0,0
24/03/2026,507.46,621.52,0.51,40.51,14.9,8928.7,84933.32,2745243.15,17.16,0,0
25/03/2026,708.5,484.61,0.51,34.59,11.45,7539.85,127398.52,1736083.7,10.78,0,0
26/03/2026,489.29,445.68,0.47,20.72,9.09,6618.44,215689.43,1170672.55,19.27,0,0
27/03/2026,604.4,461.33,0.41,29.43,13.41,7725.23,74996.01,1386194.94,15.55,0,0
30/03/2026,742.52,390.71,0.49,44.78,12.68,7453.21,63867.33,1363034.07,19.1,0,0
31/03/2026,622.47,475.6,0.42,29.55,11.44,12175.7,107447.98999999999,2324672.44,14.02,0,0
01/04/2026,433.28,496.82,0.43,45.28,12.43,3498.95,131962.85,615526.94,26.46,0,0
02/04/2026,717.64,496.24,0.44,29.82,13.86,5903.65,117215.35,1171820.65,21.23,0,0
03/04/2026,576.8,601.63,0.46,36.05,12.77,5787.12,80353.82,1521230.48,6.92,0,0
06/04/2026,580.51,541.89,0.43,27.0,12.54,8235.14,155838.97,1763053.24,29.23,0,0
07/04/2026,699.36,411.88,0.51,37.24,11.87,6348.33,107520.72,1226001.86,21.01,0,0
08/04/2026,512.28,220.58,0.43,29.91,13.88,4523.24,82488.99,346537.61,12.39,0,0
09/04/2026,342.31,389.51,0.49,41.93,13.78,10420.74,102866.13,1886035.26,8.23,0,0
10/04/2026,597.26,316.62,0.41,41.94,13.46,6818.29,151533.52000000002,733577.34,16.98,0,0
13/04/2026,579.54,377.71,0.45,32.51,12.55,6410.38,124866.81,964702.27,6.45,0,0
14/04/2026,444.84,461.35,0.42,35.41,12.17,4846.37,103328.03,835738.55,21.05,0,0
15/04/2026,694.41,438.67,0.48,31.15,12.03,4820.98,131733.51,883379.75,22.35,0,0
16/04/2026,445.65,467.96,0.42,32.94,13.82,8237.42,129175.85,1489833.04,15.94,0,0
17/04/2026,384.87,619.97,0.38,49.07,15.44,4113.89,109010.22,860175.37,8.26,0,0
20/04/2026,619.14,302.94,0.41,34.97,9.74,9286.61,58241.38,1095205.73,18.73,0,0
21/04/2026,364.54,272.87,0.49,60.49,8.88,7890.98,152000.71000000002,903073.03,14.2,0,0
22/04/2026,354.16,400.51,0.39,28.33,11.58,6049.45,88566.79000000001,856350.65,20.89,0,0
23/04/2026,752.45,292.47,0.4,34.78,10.49,9603.32,76189.66,1047283.54,26.37,0,0
24/04/2026,696.77,384.51,0.39,33.54,10.93,7821.07,91461.03,1081378.02,12.29,0,0
27/04/2026,497.17,343.99,0.43,49.86,12.65,7094.81,91668.4,957765.39,16.19,0,0
28/04/2026,708.59,631.98,0.48,46.46,14.09,6848.12,134682.97999999998,1942696.96,15.23,0,0
29/04/2026,401.65,343.81,0.47,29.09,16.0,6561.86,72298.91,988036.64,17.14,0,0
30/04/2026,472.34,270.49,0.44,56.1,14.98,9152.37,88253.93,1001020.88,15.54,0,0
01/05/2026,556.4,141.43,0.49,32.29,9.51,8297.29,118242.94,456765.07,20.57,0,0
04/05/2026,694.46,347.24,0.37,26.99,11.01,7098.33,147490.31,764494.61,23.67,0,0
