Date,Mining depth (m),Daily extracted ammount raw (tons),Copper content in raw material (%),Daily energetic consumtion (MW/h),Working hours,Copper price ($),Daily expenses ($),Estimated daily earnings ($),Temperature (C°),Workers Strikes,Machine breakdowns
06/06/2025,445.39,419.53,0.44,43.51,7.98,9269.27,220618.59,1490425.62,20.24,0,0
09/06/2025,327.89,432.66,0.4,51.19,12.79,3590.61,79341.27,542064.06,25.01,0,0
10/06/2025,436.97,470.84,0.38,27.09,10.07,8250.6,158322.91,1317867.84,18.01,0,0
11/06/2025,626.04,305.04,0.54,34.08,12.5,5958.7,107915.28,873611.32,15.12,0,0
12/06/2025,492.83,613.98,0.49,30.98,15.32,6095.38,129561.6,1704234.69,13.01,0,0
13/06/2025,485.85,468.16,0.39,27.89,11.67,9236.45,60331.59,1626081.62,11.77,0,0
16/06/2025,646.92,248.92,0.53,28.65,12.36,7764.79,115154.51999999999,909235.59,18.44,0,0
17/06/2025,437.3,422.02,0.42,29.22,11.11,6231.99,78420.61,1026189.65,19.49,0,0
18/06/2025,455.63,210.76,0.45,35.63,12.38,6981.45,59133.58,603001.1,11.36,0,0
20/06/2025,736.22,378.94,0.42,30.55,13.86,7461.3,134137.07,1053364.64,19.49,0,0
23/06/2025,547.0,618.2,0.47,30.43,10.55,7136.72,133641.1,1939961.44,12.34,1,0
24/06/2025,331.51,253.85,0.46,38.61,11.27,7840.5,74874.49,840668.54,20.66,0,0
25/06/2025,451.35,371.97,0.42,44.2,12.49,4718.9,80141.84,657079.64,19.75,0,0
26/06/2025,594.08,367.82,0.38,31.49,11.63,8161.73,63823.96,1076954.1,16.88,0,0
27/06/2025,656.59,450.58,0.5,31.8,13.57,8877.17,96990.62,1902947.01,26.05,0,0
30/06/2025,509.21,347.68,0.46,39.18,12.05,9161.28,84979.97,1380209.19,22.05,0,0
01/07/2025,646.94,431.92,0.44,39.39,13.71,7588.59,85517.19,1356654.88,18.94,0,0
02/07/2025,361.36,510.05,0.44,40.41,11.54,5248.91,130432.89,1047537.99,21.83,0,0
03/07/2025,325.37,333.87,0.43,37.39,14.05,7885.69,62094.39,1070007.6,22.72,1,1
07/07/2025,713.96,360.88,0.46,35.74,12.1,6944.54,69808.56,1083018.41,14.83,0,0
08/07/2025,473.83,469.01,0.42,23.76,10.36,6254.5,78953.38,1153084.3,22.71,0,0
09/07/2025,453.4,329.27,0.46,30.63,11.03,6163.45,94469.86,839072.16,15.94,0,0
10/07/2025,407.72,330.98,0.48,47.95,10.36,6820.65,80655.28,1002944.11,20.82,0,0
11/07/2025,400.93,593.37,0.43,31.84,14.23,5485.11,82602.26,1316918.62,22.37,0,0
14/07/2025,587.23,407.48,0.5,32.87,10.8,9744.63,148365.7,1837005.22,22.12,0,0
15/07/2025,553.08,368.22,0.39,37.43,11.08,8468.64,78659.65,1137486.17,15.1,0,0
16/07/2025,592.82,416.04,0.38,34.79,13.68,9246.5,150236.16,1311591.11,21.69,0,0
17/07/2025,309.34,411.33,0.4,32.33,12.96,10737.7,92199.23999999999,1674496.02,27.07,0,0
18/07/2025,399.63,418.52,0.39,32.24,10.25,8703.65,59636.49,1360997.63,18.6,0,0
21/07/2025,320.61,256.6,0.39,23.28,7.43,7502.01,165578.32,585177.83,10.88,0,0
22/07/2025,402.06,350.25,0.49,40.91,10.92,7800.31,130709.28,1207999.42,15.99,0,0
23/07/2025,724.84,349.1,0.46,30.71,12.52,4880.88,118447.53,665353.47,22.73,0,0
24/07/2025,719.36,303.13,0.48,29.43,13.37,9074.56,86360.56,1234009.7,10.98,0,0
25/07/2025,332.2,280.47,0.46,37.88,12.69,7173.06,73582.88,851858.06,14.54,0,0
28/07/2025,730.28,335.84,0.45,30.65,12.41,7126.66,137698.75,939339.12,20.56,0,0
29/07/2025,657.14,400.18,0.42,44.51,12.07,8493.58,69199.31,1358364.24,12.97,0,0
30/07/2025,733.18,702.06,0.38,44.29,9.91,5140.1,85881.91,1285408.36,12.37,0,0
31/07/2025,671.07,393.52,0.42,31.61,9.69,9530.5,62658.3,1512527.49,18.09,0,0
01/08/2025,512.17,544.32,0.41,32.42,10.06,4752.1,58433.87,1002097.99,11.45,0,0
04/08/2025,653.16,411.89,0.4,30.88,12.17,7335.67,136836.38,1071759.27,11.99,0,0
05/08/2025,398.42,364.4,0.42,30.25,10.93,7509.91,90405.78,1058970.93,20.24,0,0
06/08/2025,539.65,288.62,0.42,40.29,8.01,6472.71,165911.97999999998,618712.52,10.88,0,1
07/08/2025,721.38,422.05,0.39,33.44,14.16,6878.11,60765.41,1071368.06,13.81,0,0
08/08/2025,518.0,536.45,0.42,27.65,10.81,9909.78,84784.91,2147977.71,18.72,0,0
11/08/2025,345.4,390.34,0.43,41.18,12.05,7184.24,92246.54000000001,1113600.84,11.69,0,0
12/08/2025,709.92,387.3,0.49,37.12,9.28,6282.03,107461.9,1084722.91,16.11,0,0
13/08/2025,525.04,479.69,0.4,36.86,12.01,7833.76,129950.41,1373160.12,17.43,0,0
14/08/2025,415.63,234.36,0.5,32.24,10.39,6752.39,92322.45,698922.61,19.27,0,0
15/08/2025,427.45,350.51,0.46,34.64,14.64,3613.77,117006.01,465658.75,22.23,0,0
18/08/2025,395.91,478.29,0.47,34.03,11.84,7347.2,61595.83,1590027.55,20.26,0,0
19/08/2025,625.03,403.95,0.49,33.34,10.87,7829.12,140306.03,1409354.75,22.94,0,0
20/08/2025,605.48,325.82,0.34,34.37,12.67,6385.27,89907.39,617445.16,15.94,0,0
21/08/2025,544.71,226.35,0.46,32.32,14.58,6188.57,76108.42,568251.68,21.08,0,0
22/08/2025,320.95,295.09,0.43,30.02,14.61,7543.9,71048.99,886186.67,13.67,0,0
25/08/2025,718.61,500.09,0.37,35.19,12.16,8175.24,129497.94,1383193.7,8.24,0,0
26/08/2025,750.59,497.61,0.46,25.19,9.86,8197.82,125168.07,1751317.85,18.91,0,0
27/08/2025,629.38,602.07,0.4,23.97,11.4,8608.54,108008.58,1965168.89,18.29,0,0
28/08/2025,560.82,331.47,0.45,22.26,11.41,6493.31,105622.88,862928.98,14.88,0,0
29/08/2025,348.22,359.71,0.41,23.27,9.85,6227.24,64524.020000000004,853876.19,2.96,0,0
02/09/2025,433.08,457.75,0.45,39.79,11.72,9419.99,157029.14,1783371.05,14.64,0,0
03/09/2025,741.96,85.81,0.4,43.78,10.34,8555.61,117190.9,176471.86,20.31,0,0
04/09/2025,609.96,525.71,0.48,43.4,8.32,6452.45,67303.01,1560913.38,9.02,0,0
05/09/2025,318.46,250.84,0.42,26.97,11.36,8063.18,122005.71,727472.88,14.58,0,0
08/09/2025,722.2,136.96,0.43,26.48,12.42,6283.43,71911.84,298136.95,13.64,0,0
09/09/2025,741.83,518.07,0.4,36.02,9.49,5982.17,78341.54000000001,1161331.58,23.05,0,0
10/09/2025,490.86,540.44,0.42,36.49,9.95,5369.1,69825.85,1148878.24,23.96,0,0
11/09/2025,497.77,201.28,0.44,34.24,10.16,8435.59,76548.64,670534.2,17.67,0,0
12/09/2025,371.84,367.92,0.44,41.5,11.72,6248.05,99381.26999999999,912083.05,21.96,0,0
15/09/2025,691.24,446.46,0.42,35.41,13.73,6857.2,152078.88,1133736.64,17.03,0,0
16/09/2025,368.55,221.37,0.57,36.03,13.55,10800.3,87313.83,1275477.74,17.66,0,0
17/09/2025,381.76,372.55,0.46,36.67,13.28,7207.73,69591.54000000001,1165618.77,14.11,0,0
18/09/2025,483.56,319.39,0.36,27.33,10.25,8055.32,96986.23999999999,829217.68,21.47,0,0
19/09/2025,367.05,400.02,0.4,45.43,11.68,8512.59,65010.53,1297071.97,14.67,0,0
22/09/2025,451.05,223.71,0.41,48.08,10.05,4878.23,72050.56,375386.06,24.49,0,0
23/09/2025,383.57,374.38,0.38,21.35,14.57,5290.87,114178.9,638523.55,19.17,0,0
24/09/2025,622.21,378.86,0.49,30.63,9.5,4765.26,64879.81,819749.73,23.91,0,0
25/09/2025,313.41,438.85,0.49,23.41,14.07,7255.92,78556.56,1481731.08,19.1,0,0
26/09/2025,583.84,356.11,0.3,26.31,10.89,8891.15,105269.66,844598.57,19.53,0,0
29/09/2025,304.92,425.33,0.42,41.32,9.66,4446.24,89416.85,704853.24,19.21,0,0
30/09/2025,636.82,387.07,0.53,41.32,11.16,7218.21,110958.14,1369836.71,10.14,0,0
01/10/2025,354.82,289.63,0.44,40.0,13.89,5877.53,64216.92,684799.05,21.73,0,0
02/10/2025,694.62,174.84,0.37,42.93,8.82,6573.66,104023.98000000001,321231.34,19.93,0,0
03/10/2025,435.67,399.53,0.47,36.51,12.93,6383.01,95171.67,1103424.2,20.26,0,0
06/10/2025,690.51,419.37,0.46,28.88,15.11,6622.77,120371.31,1157228.58,11.77,0,0
07/10/2025,679.31,584.05,0.43,40.43,12.85,11273.43,109148.78,2722077.34,17.3,0,0
08/10/2025,625.4,346.97,0.44,44.24,12.63,6701.94,68011.7,955152.03,18.75,0,0
09/10/2025,399.73,454.83,0.51,35.87,10.19,7841.53,68388.28,1750558.9,20.88,0,0
10/10/2025,434.23,292.42,0.52,37.0,12.66,7481.38,187604.79,950001.88,18.78,0,0
14/10/2025,307.84,520.49,0.48,35.0,9.3,6522.89,102924.12,1526723.41,14.47,0,0
15/10/2025,599.53,474.74,0.44,41.35,11.27,6223.78,119285.92,1180772.1,15.17,0,0
16/10/2025,615.74,347.64,0.36,22.75,12.67,8563.77,99360.47,972398.77,20.22,0,0
17/10/2025,336.23,217.75,0.42,30.87,11.59,6276.82,96537.43,477509.14,23.05,0,0
20/10/2025,736.42,639.3,0.48,43.69,12.1,6576.23,68544.20999999999,1949464.03,16.13,0,0
21/10/2025,458.1,481.81,0.45,35.78,12.98,7135.93,100377.48000000001,1446795.61,21.83,0,1
22/10/2025,373.5,303.45,0.43,44.96,15.17,8179.73,102330.3,964989.5,15.87,0,0
23/10/2025,596.59,111.49,0.5,38.5,13.21,8030.19,147912.64,299730.3,26.6,0,0
24/10/2025,461.45,543.27,0.39,40.67,10.06,7318.69,106652.48999999999,1443997.15,10.89,0,0
27/10/2025,529.99,547.41,0.41,32.65,14.63,8868.42,110007.20999999999,1880404.12,19.17,0,0
28/10/2025,595.45,338.55,0.46,42.69,10.66,11358.43,54052.3,1714830.08,22.74,0,0
29/10/2025,312.25,327.07,0.44,47.85,10.33,8014.29,154913.22,998429.67,7.07,0,0
30/10/2025,571.35,405.32,0.45,21.48,15.21,7989.64,115099.85,1342162.55,16.12,0,0
31/10/2025,473.66,353.99,0.47,36.81,11.91,5043.34,61760.99,777326.22,16.59,0,0
03/11/2025,495.48,514.09,0.43,39.86,12.8,7337.48,98598.51000000001,1523415.28,18.36,0,0
04/11/2025,634.75,278.52,0.36,58.4,7.94,5773.06,89071.48000000001,489777.08,12.03,0,0
05/11/2025,339.85,336.88,0.51,34.13,11.24,8461.05,122253.5,1331429.35,18.24,0,0
06/11/2025,506.47,543.92,0.42,25.39,8.94,6750.88,140473.63,1401740.6,21.67,0,0
07/11/2025,664.57,369.15,0.38,25.41,9.46,9050.54,106963.86,1162618.74,20.86,0,0
10/11/2025,419.11,229.09,0.34,33.87,12.23,7979.68,73052.45,548489.61,22.56,0,0
12/11/2025,399.59,409.23,0.36,22.45,10.28,6958.51,110386.25,914760.93,12.26,0,0
13/11/2025,557.29,379.41,0.5,41.5,13.23,7927.42,101960.79000000001,1401910.42,23.83,0,0
14/11/2025,615.98,480.99,0.48,36.54,8.99,6835.64,124804.96,1453374.79,15.8,0,0
17/11/2025,427.65,239.76,0.44,35.53,12.19,5389.38,86502.16,482047.25,21.09,0,0
18/11/2025,453.86,350.1,0.41,28.22,12.32,6933.32,110602.18,884613.51,17.93,0,0
19/11/2025,422.46,407.32,0.46,27.76,11.1,7844.66,203169.13,1266662.85,15.13,0,0
20/11/2025,707.57,301.03,0.41,36.72,14.52,8743.78,58432.78,1020744.66,22.68,0,0
21/11/2025,360.39,552.99,0.53,35.42,14.38,7279.94,145831.16999999998,1987807.86,15.26,0,0
24/11/2025,624.28,268.2,0.41,48.46,10.83,5087.08,188500.17,370885.32,14.63,0,0
25/11/2025,637.05,358.62,0.4,39.55,10.86,6544.95,60414.770000000004,878445.22,16.73,0,0
26/11/2025,449.31,311.31,0.4,32.88,10.19,4481.11,64407.54,493598.2,25.19,0,0
28/11/2025,512.67,378.96,0.51,41.57,13.01,6962.56,141888.81,1203762.38,18.73,0,0
01/12/2025,448.13,343.76,0.42,30.13,13.32,9195.4,72840.61,1254783.89,7.57,0,0
02/12/2025,586.55,494.6,0.39,46.67,13.84,6394.85,63955.03,1169573.17,21.48,0,0
03/12/2025,334.81,289.9,0.45,32.98,12.84,8774.09,84278.87,1060345.04,27.42,0,0
04/12/2025,579.38,483.07,0.47,33.55,12.49,5893.75,88744.95,1249389.14,13.81,0,0
05/12/2025,341.13,611.89,0.47,44.36,12.42,11594.49,123763.9,3210675.77,14.6,0,0
08/12/2025,451.26,476.87,0.43,38.62,13.33,7316.23,71784.95999999999,1428438.0,28.32,0,0
09/12/2025,409.17,311.5,0.48,34.03,14.16,6405.17,188146.41,769554.61,14.94,0,0
10/12/2025,387.42,434.63,0.39,31.93,13.27,7889.35,52527.77,1284762.02,22.18,0,0
11/12/2025,308.34,399.64,0.4,53.33,14.04,6350.86,90822.35,924400.73,16.87,0,0
12/12/2025,546.39,364.42,0.35,23.57,11.62,5575.28,83530.57,627579.67,18.26,0,0
15/12/2025,719.41,217.4,0.39,37.96,12.36,9181.1,59044.29,719384.45,20.22,0,0
16/12/2025,599.41,501.85,0.5,33.31,8.26,6029.2,88874.38,1424002.63,20.18,0,0
17/12/2025,572.6,529.29,0.32,45.81,12.31,6532.98,125608.12,980900.99,27.05,0,0
18/12/2025,650.45,434.32,0.37,48.87,15.18,8909.47,58120.79,1373616.78,21.83,0,0
19/12/2025,452.06,316.99,0.47,37.0,12.27,9331.17,71201.87,1319005.29,15.47,0,0
22/12/2025,310.24,435.39,0.43,34.15,13.42,9590.01,174669.3,1620750.32,22.58,0,0
23/12/2025,710.12,479.49,0.5,31.45,12.4,8587.13,100714.51999999999,1958006.96,13.19,0,0
24/12/2025,534.05,393.92,0.37,33.27,12.35,7970.81,65165.91,1096582.84,4.79,0,0
26/12/2025,655.08,445.08,0.51,31.27,11.04,5271.11,64124.33,1132369.15,22.31,0,0
29/12/2025,389.2,366.7,0.4,32.05,12.53,5137.75,122140.16,631465.01,13.53,0,0
30/12/2025,549.24,387.51,0.37,33.0,10.86,7947.25,102436.92,1037029.45,20.56,0,0
31/12/2025,643.26,520.17,0.47,42.62,10.03,8242.97,82249.16,1932991.32,12.57,0,0
02/01/2026,624.38,525.85,0.33,33.49,8.81,6348.88,130078.59,971645.73,15.63,0,0
05/01/2026,361.37,447.81,0.48,39.9,11.48,9630.81,72434.91,1997696.14,21.04,0,0
06/01/2026,652.16,391.39,0.45,27.36,10.27,7243.71,68788.94,1207013.11,13.58,0,0
07/01/2026,503.72,467.22,0.44,35.5,15.09,7681.46,75662.59,1503467.38,16.23,0,0
08/01/2026,421.21,457.23,0.33,40.95,14.53,7424.08,89503.33,1030685.66,17.87,0,0
09/01/2026,691.39,287.58,0.4,30.85,12.89,6299.49,90090.22,634552.71,14.57,0,0
12/01/2026,735.47,284.42,0.41,42.16,12.36,5857.63,133635.41999999998,549435.7,17.98,0,0
13/01/2026,739.51,436.74,0.52,46.96,13.01,8932.21,220621.21,1807926.56,19.15,0,0
14/01/2026,665.87,390.86,0.32,38.87,12.51,5104.5,98064.26999999999,540382.09,13.88,0,0
15/01/2026,556.92,439.56,0.43,35.53,13.37,6525.38,75201.57,1158165.72,17.22,0,0
16/01/2026,512.0,614.89,0.35,28.5,10.3,4149.75,67562.01,825511.91,13.95,0,0
20/01/2026,503.89,432.33,0.41,21.35,13.05,7060.43,91251.11,1160247.53,17.46,0,0
21/01/2026,430.18,461.87,0.38,29.55,13.37,7420.19,55581.67,1246740.33,16.51,0,0
22/01/2026,621.75,506.15,0.49,34.77,11.98,7833.92,78097.56,1864820.36,22.44,0,0
23/01/2026,330.85,528.4,0.35,30.13,11.71,8302.28,80254.95,1455168.71,12.24,0,0
26/01/2026,708.3,448.62,0.44,29.71,10.25,11032.87,119308.78,2058500.32,18.34,0,0
27/01/2026,677.21,547.28,0.37,30.51,12.21,6408.17,121123.51,1176489.9,22.65,0,0
28/01/2026,401.22,467.23,0.52,25.71,13.87,4879.3,108254.7,1077218.08,31.66,0,0
29/01/2026,444.8,386.33,0.55,41.29,12.93,4961.49,96970.54000000001,957254.3,17.51,0,0
30/01/2026,747.97,529.65,0.42,41.2,10.54,8151.99,168239.22999999998,1645195.4,17.69,0,0
02/02/2026,750.94,463.67,0.3,39.09,9.61,6964.99,69708.89,899128.18,12.41,0,0
03/02/2026,580.92,547.6,0.41,40.52,13.24,7240.45,131825.2,1493771.67,11.78,0,0
04/02/2026,387.69,417.77,0.46,41.74,11.45,7234.46,159540.41999999998,1230736.14,18.24,0,0
05/02/2026,339.33,435.12,0.34,28.24,9.71,6396.75,54799.770000000004,891540.54,17.77,0,0
06/02/2026,743.2,481.23,0.44,31.81,10.24,7892.02,108426.8,1562638.99,12.25,0,0
09/02/2026,684.76,385.92,0.42,30.8,13.11,10121.41,110773.76999999999,1529769.14,8.69,0,0
10/02/2026,409.96,507.93,0.37,32.13,12.98,8359.85,79780.45999999999,1491320.43,9.05,0,0
11/02/2026,674.99,324.85,0.4,23.66,9.38,7362.12,65079.0,891554.87,14.75,0,0
12/02/2026,523.1,313.52,0.47,41.03,13.79,6526.84,92474.38,869284.21,22.42,0,0
13/02/2026,309.53,236.78,0.42,29.2,8.21,6793.5,91120.68,584476.59,25.0,0,0
17/02/2026,434.32,405.54,0.51,36.07,14.8,8233.42,65344.36,1637536.02,13.09,0,0
18/02/2026,474.1,113.42,0.51,43.0,12.51,6600.66,69318.62,312491.28,15.44,0,0
19/02/2026,516.92,456.71,0.44,34.93,16.31,7097.32,98406.53,1327816.96,19.97,0,0
20/02/2026,685.39,452.25,0.34,33.77,11.79,8166.4,87681.58,1168024.92,23.61,0,0
23/02/2026,688.36,441.16,0.4,41.21,11.49,9330.87,67798.97,1578763.67,22.62,0,0
24/02/2026,614.46,487.35,0.42,33.89,7.08,6837.27,82297.59,1317202.69,22.41,0,0
25/02/2026,485.79,496.65,0.39,31.32,10.78,7343.11,66052.94,1356259.74,27.01,0,0
26/02/2026,505.44,446.56,0.34,31.2,15.63,6869.09,131075.5,911861.18,15.68,0,0
27/02/2026,473.46,349.78,0.41,22.06,13.31,6432.61,78811.55,843687.76,15.39,0,0
02/03/2026,690.68,471.27,0.41,25.68,14.42,7645.44,104319.8,1372937.47,12.85,0,0
03/03/2026,349.34,474.36,0.43,30.56,15.74,3413.44,83567.14,612688.6,16.7,0,0
04/03/2026,445.82,348.41,0.38,34.07,9.47,9340.45,69246.74,1167389.61,18.42,0,0
05/03/2026,508.37,357.27,0.49,34.97,14.3,5046.64,122777.7,760698.71,13.39,0,0
06/03/2026,677.34,313.06,0.47,35.62,12.59,5233.89,120930.75,649174.4,15.13,0,0
09/03/2026,432.96,499.38,0.51,33.65,10.1,6794.36,69672.94,1660740.48,25.54,0,0
10/03/2026,621.32,296.23,0.43,28.82,13.46,6143.66,99999.37,682573.28,8.88,0,0
11/03/2026,393.49,666.64,0.52,46.72,13.84,3534.86,180008.62,1045360.5,14.94,0,0
12/03/2026,652.98,313.04,0.48,38.1,17.38,5190.66,56897.270000000004,723047.15,17.13,0,0
13/03/2026,420.05,318.0,0.42,33.43,12.77,8559.28,129325.52,1013851.92,20.04,0,0
16/03/2026,404.32,459.15,0.44,36.3,12.27,7104.88,175839.81,1259530.68,16.04,1,0
17/03/2026,497.57,398.57,0.44,33.94,6.65,6527.85,62066.96,1082727.32,24.01,0,0
18/03/2026,433.69,377.45,0.47,30.3,11.86,3403.14,138909.81,464812.33,23.46,0,0
19/03/2026,576.08,427.03,0.4,33.49,13.36,4737.96,126280.93,683019.49,10.64,0,0
20/03/2026,432.65,359.12,0.47,36.8,14.42,9242.52,185131.83,1374879.85,22.06,0,0
23/03/2026,585.69,179.76,0.47,34.42,12.99,6655.61,145280.31,417033.54,21.32,0,0
24/03/2026,316.09,327.38,0.35,31.12,9.45,7811.76,128269.99,766824.91,16.47,0,0
25/03/2026,522.14,437.81,0.4,43.58,12.89,6137.5,141273.43,933550.12,21.98,0,0
26/03/2026,548.87,425.27,0.39,45.57,14.57,7291.23,72059.22,1137229.92,11.58,0,0
27/03/2026,677.98,370.46,0.34,31.59,12.07,4664.1,68736.18,518737.07,24.44,0,0
30/03/2026,375.74,466.23,0.43,24.33,12.82,7295.66,83505.26000000001,1379120.63,8.55,0,0
31/03/2026,357.26,564.19,0.37,31.86,15.6,5906.06,64938.56,1167953.24,15.31,0,0
01/04/2026,520.33,428.03,0.41,62.15,12.31,6820.16,71142.03,1125743.53,20.6,0,0
02/04/2026,584.61,427.84,0.39,32.63,14.84,6695.37,77279.97,1039893.4,21.49,0,0
03/04/2026,646.7,422.0,0.41,32.84,13.81,8821.19,92769.32,1433472.97,22.54,0,0
06/04/2026,524.35,343.13,0.4,26.13,7.62,7560.49,87813.93,949878.44,9.95,0,0
07/04/2026,663.73,448.23,0.47,41.0,14.28,5519.43,90079.85,1072687.98,13.66,0,0
08/04/2026,529.64,614.19,0.46,35.18,11.66,6274.94,74254.68,1698587.8,12.38,0,0
09/04/2026,550.48,530.72,0.44,49.51,13.62,7603.17,55318.270000000004,1720149.66,15.53,0,0
10/04/2026,344.39,523.87,0.54,25.41,9.91,9075.72,77330.87,2490097.75,16.17,0,0
13/04/2026,444.36,522.77,0.36,34.6,10.24,8208.01,126876.16,1417848.34,19.41,0,0
14/04/2026,489.49,248.28,0.35,41.89,11.44,5937.95,230576.15,285419.83,16.28,0,0
15/04/2026,488.67,338.92,0.34,32.08,10.8,5387.27,142093.16,478697.05,21.26,0,0
16/04/2026,591.51,329.88,0.54,47.41,12.2,10062.64,61678.17,1730832.22,23.14,0,0
17/04/2026,418.15,441.76,0.35,29.36,13.68,6256.57,56216.43,911149.4,25.7,0,0
20/04/2026,689.12,253.3,0.44,40.41,11.92,6495.82,69763.45999999999,654208.67,27.47,0,0
21/04/2026,464.47,464.3,0.36,35.62,13.39,8198.73,70858.3,1299543.02,15.97,0,0
22/04/2026,606.55,276.87,0.5,36.95,15.84,4185.92,58959.92,520517.92,19.14,0,0
23/04/2026,603.68,547.03,0.45,28.05,9.2,4014.56,73119.37,915118.77,19.14,0,0
24/04/2026,525.6,512.29,0.43,28.64,8.44,6020.06,155991.6,1170135.51,20.57,0,0
27/04/2026,500.69,370.58,0.42,36.47,14.03,5463.56,59373.75,790994.4,13.56,0,0
28/04/2026,644.57,458.97,0.44,32.45,9.7,6761.07,73836.95999999999,1291539.49,13.23,0,0
29/04/2026,523.64,467.24,0.35,41.88,8.0,7913.26,146138.85,1147948.21,14.81,0,0
30/04/2026,397.66,472.13,0.4,32.81,11.12,7827.12,96471.44,1381695.83,14.85,0,0
01/05/2026,358.85,346.6,0.47,34.16,13.3,7334.19,128443.89,1066310.33,24.17,0,0
04/05/2026,696.24,358.66,0.5,36.21,11.49,6393.0,84468.15,1061988.54,22.88,0,0
