Date,Mining depth (m),Daily extracted ammount raw (tons),Copper content in raw material (%),Daily energetic consumtion (MW/h),Working hours,Copper price ($),Daily expenses ($),Estimated daily earnings ($),Temperature (C°),Workers Strikes,Machine breakdowns
09/06/2025,421.59,381.25,0.43,30.68,9.38,6563.46,66801.6,1009195.62,16.33,0,0
10/06/2025,624.84,450.5,0.4,32.81,11.99,8345.5,74297.67,1429561.43,15.49,0,0
11/06/2025,495.5,300.21,0.42,23.91,15.01,4575.8,113083.85,463870.54,19.53,0,0
12/06/2025,490.56,414.62,0.43,40.53,14.46,8658.77,134491.08000000002,1409251.58,10.72,0,0
13/06/2025,674.92,176.17,0.4,47.81,12.83,6818.62,184818.85,295675.66,20.73,0,0
16/06/2025,470.3,377.31,0.35,28.31,15.33,10160.96,65633.25,1276207.89,4.86,0,0
17/06/2025,405.84,376.98,0.5,46.38,11.6,7008.04,71923.2,1249022.26,21.84,0,0
18/06/2025,468.81,515.55,0.41,41.01,12.48,9842.46,98370.98000000001,1982083.92,20.17,0,0
20/06/2025,535.75,259.97,0.46,29.69,10.19,3292.21,79029.58,314673.3,25.86,0,0
23/06/2025,727.42,291.84,0.36,37.2,11.28,9818.25,66963.19,964565.72,16.16,0,0
24/06/2025,344.71,329.21,0.46,35.58,12.23,5087.54,110069.12,660370.64,6.09,0,0
25/06/2025,562.17,322.05,0.43,49.04,9.39,8440.57,71744.2,1097118.59,21.57,0,0
26/06/2025,611.31,347.36,0.48,19.0,11.75,7051.73,62555.979999999996,1113198.71,7.17,0,0
27/06/2025,495.83,362.73,0.48,43.59,11.22,5659.84,132968.77000000002,852468.24,22.63,0,0
30/06/2025,500.74,427.7,0.39,29.99,10.97,6424.87,77605.82,994081.77,16.4,0,0
01/07/2025,755.15,118.21,0.53,42.44,11.41,6469.2,70103.49,335200.3,23.55,0,0
02/07/2025,305.7,331.58,0.5,33.98,12.22,4548.33,134353.83000000002,619713.8,17.21,0,0
03/07/2025,333.0,251.08,0.45,27.3,12.13,8708.35,75182.89,908738.74,14.37,0,0
07/07/2025,556.27,383.85,0.39,49.55,12.39,8949.55,94821.1,1244939.96,14.68,0,1
08/07/2025,571.01,586.33,0.41,27.95,9.43,6011.79,110058.48999999999,1335147.57,4.72,0,0
09/07/2025,409.12,481.16,0.4,30.51,16.22,4868.8,115490.22,821578.5,13.14,0,0
10/07/2025,364.59,378.59,0.36,44.66,12.24,7078.85,88513.39,876280.07,16.2,0,0
11/07/2025,674.91,378.93,0.46,29.3,10.71,7452.92,94417.17,1204684.92,10.45,0,0
14/07/2025,566.93,351.84,0.42,28.96,13.41,6992.13,83955.25,949291.38,14.87,0,0
15/07/2025,671.78,594.13,0.43,25.65,13.64,6323.94,72288.70999999999,1543325.55,13.26,0,0
16/07/2025,535.77,457.75,0.39,50.95,10.93,8586.7,67225.25,1465693.9,22.66,0,0
17/07/2025,410.95,596.0,0.44,27.47,13.12,5923.73,89474.4,1463964.56,9.32,0,0
18/07/2025,373.19,328.56,0.34,41.12,10.57,9030.3,332204.1,676574.33,20.8,0,0
21/07/2025,411.72,400.94,0.45,31.37,10.74,8159.78,115985.34,1356226.65,31.23,0,0
22/07/2025,358.15,505.67,0.42,31.82,13.25,8366.6,84467.07,1692443.15,17.33,0,0
23/07/2025,524.76,505.83,0.48,39.7,11.02,12069.46,74589.27,2855856.31,14.88,0,0
24/07/2025,491.98,366.88,0.36,31.24,15.0,8618.71,71905.31,1066426.33,9.47,0,0
25/07/2025,335.28,237.13,0.46,37.66,11.4,6061.45,112646.09,548535.66,12.06,0,0
28/07/2025,458.45,420.04,0.42,34.23,9.53,7978.7,120809.36,1286767.36,8.75,0,0
29/07/2025,398.87,490.94,0.44,34.11,11.93,5826.28,110598.23000000001,1147957.49,18.75,0,0
30/07/2025,412.3,570.15,0.44,37.83,12.97,6504.43,58538.03,1573202.31,4.6,0,0
31/07/2025,678.26,201.11,0.45,38.25,9.16,6296.7,62986.06,506862.14,22.87,0,0
01/08/2025,753.65,431.84,0.33,33.79,11.02,10579.29,88255.06,1419369.94,17.3,0,0
04/08/2025,397.17,353.03,0.48,32.91,11.03,8904.1,73047.32,1435791.6,11.32,0,0
05/08/2025,539.23,492.62,0.46,32.85,12.64,8700.58,63854.59,1907742.08,26.36,0,0
06/08/2025,471.96,290.18,0.42,40.87,9.88,6051.07,55295.53,682182.26,14.59,0,1
07/08/2025,679.02,409.87,0.38,35.8,12.11,9319.35,64500.92,1386993.43,15.14,0,0
08/08/2025,370.94,370.21,0.39,35.45,10.89,8197.72,79028.01,1104574.38,12.16,0,0
11/08/2025,581.19,433.09,0.45,35.26,14.02,6425.48,89495.04000000001,1162769.97,17.25,0,0
12/08/2025,517.54,410.39,0.41,28.16,12.84,7228.76,102426.2,1113884.23,21.12,0,0
13/08/2025,372.09,501.92,0.31,29.21,10.37,8111.24,101446.18,1160623.83,21.6,0,0
14/08/2025,603.61,557.75,0.43,30.03,11.57,9108.7,114530.37,2070031.92,23.45,0,0
15/08/2025,604.54,264.91,0.44,38.95,11.37,8598.04,152950.07,849240.91,23.36,0,0
18/08/2025,514.46,371.16,0.39,65.78,11.91,6133.99,77377.94,810531.83,18.9,0,0
19/08/2025,317.2,322.38,0.49,42.77,15.83,8530.23,168449.63,1179038.39,16.03,0,0
20/08/2025,603.63,512.72,0.47,38.43,12.28,9699.84,56594.770000000004,2280857.15,26.03,0,0
21/08/2025,738.2,445.28,0.45,34.65,11.17,7349.52,61454.09,1411213.33,14.9,0,0
22/08/2025,532.28,249.32,0.44,42.82,16.53,5142.87,135106.27000000002,429070.68,8.87,0,0
25/08/2025,629.63,180.46,0.36,23.98,11.51,7145.33,74769.63,389431.02,14.27,0,0
26/08/2025,723.02,347.68,0.5,30.13,12.02,5326.88,86275.69,839749.13,10.37,0,0
27/08/2025,698.64,474.99,0.41,38.37,10.41,5355.27,109308.86,933608.02,10.5,0,0
28/08/2025,598.12,552.67,0.43,42.62,10.83,4739.12,57757.76,1068485.1,16.86,0,0
29/08/2025,607.75,305.94,0.41,26.45,11.65,8908.04,56391.67,1060991.89,20.03,0,0
02/09/2025,334.79,444.08,0.52,35.08,12.75,9174.68,203796.85,1914834.94,16.78,0,0
03/09/2025,328.14,426.31,0.39,41.47,13.49,8261.73,72220.51,1301382.16,26.22,0,0
04/09/2025,339.29,314.53,0.39,33.27,13.95,9937.69,131141.05,1087882.59,21.74,0,0
05/09/2025,318.35,341.89,0.5,32.42,11.44,7210.2,110207.97,1122339.67,12.71,0,0
08/09/2025,545.41,332.1,0.41,40.89,11.19,5679.44,142122.63,631195.6,17.43,0,0
09/09/2025,571.0,244.61,0.43,31.57,10.77,7669.82,109183.04000000001,697546.27,13.69,0,0
10/09/2025,741.91,247.41,0.39,39.7,11.14,5690.65,64334.5,484755.75,17.7,0,0
11/09/2025,460.51,410.68,0.48,24.81,14.8,5512.82,152927.65,933794.71,-0.07,0,0
12/09/2025,499.17,324.16,0.47,26.7,7.15,8302.85,101582.06,1163400.31,14.4,0,0
15/09/2025,731.2,459.31,0.45,22.85,8.87,6754.87,133143.22999999998,1263017.47,17.74,0,0
16/09/2025,375.61,358.12,0.38,41.23,11.4,4859.36,77123.39,584165.53,13.5,0,0
17/09/2025,651.56,370.88,0.42,42.84,13.67,6114.22,57134.74,895274.86,14.31,0,0
18/09/2025,543.77,353.11,0.4,48.93,11.06,7738.3,77914.32,1015074.13,7.14,0,0
19/09/2025,383.76,657.72,0.51,32.12,10.87,7055.49,97179.31,2269494.5,15.14,0,0
22/09/2025,566.41,210.09,0.46,28.06,12.08,3449.91,122857.13,210547.0,23.59,0,0
23/09/2025,666.82,241.16,0.39,40.21,11.29,8874.62,82775.11,751904.2,22.26,0,0
24/09/2025,498.03,276.16,0.48,36.57,13.74,8799.0,156513.68,1009853.6,19.0,0,0
25/09/2025,587.05,550.39,0.48,29.97,12.71,7432.98,96683.95999999999,1867014.21,30.91,0,0
26/09/2025,516.62,301.8,0.39,30.43,11.67,5433.36,57050.28,582467.06,13.36,0,0
29/09/2025,341.18,401.81,0.41,31.11,15.02,8382.94,128755.99,1252267.15,21.46,0,0
30/09/2025,562.51,407.25,0.45,33.89,10.68,6472.86,106999.45,1079233.06,13.22,0,0
01/10/2025,506.9,301.1,0.42,43.21,10.01,8269.73,57141.78,988664.82,18.28,0,0
02/10/2025,414.84,455.94,0.45,55.26,10.15,7929.07,157727.33000000002,1469103.75,15.55,0,0
03/10/2025,446.39,423.65,0.45,30.72,11.68,4860.76,70704.20999999999,855963.23,20.93,0,0
06/10/2025,677.72,517.2,0.42,39.87,13.76,7646.52,193833.19,1467174.47,21.78,0,0
07/10/2025,663.72,402.34,0.43,39.89,11.96,9545.94,69968.42,1581538.38,14.69,0,0
08/10/2025,743.93,446.0,0.45,32.75,13.21,5884.35,90182.32,1090806.73,18.58,0,0
09/10/2025,324.83,316.6,0.49,32.03,13.72,3790.01,73392.44,514566.97,15.02,0,0
10/10/2025,662.09,383.67,0.46,41.33,14.93,2763.69,104625.73000000001,383132.94,18.39,0,0
14/10/2025,685.21,464.51,0.43,38.95,13.72,7267.41,94245.04000000001,1357342.35,22.22,0,0
15/10/2025,394.98,471.68,0.42,41.11,8.36,5613.11,82673.88,1029314.64,16.77,0,0
16/10/2025,576.71,329.71,0.5,29.6,13.11,9841.71,61567.97,1560887.13,20.88,0,0
17/10/2025,704.56,270.79,0.48,26.77,10.94,3945.73,114221.20999999999,398641.62,14.2,0,0
20/10/2025,702.29,511.92,0.4,21.79,12.5,7299.87,77233.75,1417546.03,17.99,0,0
21/10/2025,670.54,297.3,0.42,30.29,9.73,6608.05,157280.77000000002,667840.0,21.34,0,0
22/10/2025,704.25,352.19,0.41,37.66,10.38,7377.44,91486.7,973800.14,17.77,0,0
23/10/2025,311.68,477.0,0.35,40.89,13.35,6297.24,143869.68,907454.54,13.93,0,0
24/10/2025,442.31,566.35,0.44,29.31,13.13,4194.16,182438.74,862720.77,15.58,0,0
27/10/2025,482.7,527.26,0.49,35.92,9.57,11399.85,69729.0,2875506.61,15.13,0,0
28/10/2025,676.52,455.65,0.38,24.39,10.66,7462.34,114540.36,1177541.42,14.63,0,0
29/10/2025,493.53,490.94,0.41,51.13,12.62,7338.38,69827.87,1407280.88,17.37,0,0
30/10/2025,426.69,429.95,0.38,39.84,14.63,8632.8,77400.61,1333034.89,20.99,0,0
31/10/2025,518.47,313.7,0.43,41.45,13.89,6578.31,73905.72,813449.09,22.55,0,0
03/11/2025,445.35,377.44,0.5,35.39,10.65,8552.89,120147.32,1493954.08,18.22,0,0
04/11/2025,735.01,476.32,0.48,29.21,12.94,8121.18,135791.99,1720982.63,9.34,0,0
05/11/2025,418.3,369.04,0.41,42.26,13.59,6297.54,134079.07,818779.04,23.96,0,0
06/11/2025,368.44,422.52,0.44,40.69,12.69,8316.75,53805.15,1492351.86,21.84,0,0
07/11/2025,415.35,373.13,0.44,32.83,10.95,6383.51,116204.25,931822.55,18.24,0,0
10/11/2025,386.75,263.59,0.42,33.89,11.35,6718.66,75431.11,668376.96,11.24,0,0
12/11/2025,630.22,441.11,0.45,38.73,10.45,10782.16,77925.78,2062327.59,18.54,0,0
13/11/2025,487.38,436.15,0.38,31.31,11.35,8764.31,97685.58,1354884.87,16.16,0,0
14/11/2025,562.95,639.03,0.37,37.92,12.69,6434.61,141879.88,1379526.39,17.32,0,0
17/11/2025,732.87,377.57,0.36,34.36,9.34,6344.08,61085.49,801234.85,24.39,0,0
18/11/2025,747.21,225.65,0.42,25.81,12.89,6302.76,183018.24,414313.23,16.37,0,0
19/11/2025,737.08,402.67,0.49,35.13,11.24,7079.27,176463.16,1220335.57,22.33,0,0
20/11/2025,700.12,509.54,0.47,29.98,11.8,9043.25,67192.64,2098519.23,13.88,0,0
21/11/2025,683.99,537.34,0.47,33.95,8.9,8220.43,102152.81,1973915.14,12.6,0,0
24/11/2025,564.11,269.93,0.42,40.99,13.46,6438.78,80697.25,649271.1,17.29,0,0
25/11/2025,416.92,382.71,0.43,37.2,7.7,9468.2,88008.06,1470129.11,19.58,0,0
26/11/2025,379.8,536.01,0.41,33.02,11.88,5650.84,173684.22999999998,1068167.54,16.57,0,0
28/11/2025,711.94,264.82,0.47,39.57,8.59,6760.18,110755.22,730653.29,9.93,0,0
01/12/2025,510.4,367.27,0.46,28.03,11.52,8864.08,76312.92,1421221.98,25.8,0,0
02/12/2025,356.63,444.09,0.37,26.43,11.22,6660.88,104530.2,989940.97,17.68,0,0
03/12/2025,581.84,455.55,0.36,35.65,13.03,7558.22,88743.01000000001,1150789.95,16.12,0,1
04/12/2025,758.85,409.92,0.42,30.62,13.31,7187.02,94840.81,1142522.55,13.88,0,0
05/12/2025,419.14,462.22,0.47,36.45,14.09,9314.34,116439.98,1907038.91,22.24,0,0
08/12/2025,362.04,534.95,0.4,28.13,11.59,6932.24,89099.87,1394260.85,7.79,0,0
09/12/2025,568.68,500.89,0.39,32.07,10.32,8644.87,96230.08,1592520.2,14.33,0,0
10/12/2025,698.95,359.19,0.37,26.02,9.87,8410.16,126799.19,990913.6,16.81,0,0
11/12/2025,325.11,277.44,0.46,43.34,13.77,6744.49,85604.15,775143.85,17.39,0,0
12/12/2025,645.59,401.12,0.46,25.67,10.23,4096.62,82897.08,672991.58,19.22,0,1
15/12/2025,746.05,477.89,0.47,43.98,15.9,6238.64,122575.93,1278674.39,22.55,0,0
16/12/2025,374.03,309.79,0.47,48.67,10.79,9174.08,86818.17,1248939.8,16.89,0,0
17/12/2025,569.97,351.28,0.44,45.81,12.11,7694.98,52379.99,1136980.74,19.05,0,0
18/12/2025,588.17,481.85,0.46,53.43,14.05,8579.08,131380.69,1770180.97,13.4,0,0
19/12/2025,351.3,640.44,0.46,33.91,10.57,4952.19,165871.14,1293055.92,20.62,0,0
22/12/2025,508.5,377.53,0.46,32.92,15.42,6815.78,83712.26000000001,1099941.99,23.65,0,0
23/12/2025,574.37,428.37,0.46,23.66,10.53,5939.12,102625.09,1067679.69,18.8,0,0
24/12/2025,496.12,413.09,0.5,39.61,12.7,6072.86,64656.53,1189662.34,14.09,0,0
26/12/2025,544.07,521.42,0.4,41.22,14.16,4575.18,131058.55,823177.59,12.92,0,0
29/12/2025,344.14,379.6,0.42,56.42,11.99,6935.78,67639.09,1038146.19,20.34,0,0
30/12/2025,343.16,508.56,0.35,39.86,10.24,10174.06,60424.28,1750517.7,20.29,0,0
31/12/2025,739.54,431.66,0.42,29.59,11.21,8037.34,102943.25,1354203.99,25.62,0,0
02/01/2026,408.93,225.97,0.44,42.26,10.42,5722.57,76277.86,492698.96,16.18,0,0
05/01/2026,582.56,156.32,0.48,32.18,12.9,8496.59,85745.17,551784.57,24.55,0,0
06/01/2026,506.31,481.05,0.45,33.13,12.18,8037.19,136556.41999999998,1603274.19,21.4,0,0
07/01/2026,547.73,321.06,0.45,37.56,11.75,4372.17,73192.19,558485.82,11.4,0,0
08/01/2026,361.5,427.55,0.41,41.62,11.23,7186.31,109891.36,1149836.44,23.76,0,0
09/01/2026,552.51,346.81,0.37,28.57,12.93,6825.93,120194.62,755706.67,7.18,0,0
12/01/2026,514.76,440.38,0.5,39.24,9.83,9301.85,98449.55,1949724.8,1.28,0,0
13/01/2026,710.55,464.94,0.37,34.53,13.12,9667.99,216332.69,1446830.36,35.07,0,0
14/01/2026,383.68,189.16,0.45,26.88,12.87,7244.49,69327.7,547337.78,18.02,0,0
15/01/2026,674.12,528.07,0.37,27.01,11.14,7825.28,112932.98000000001,1416016.4,16.52,0,0
16/01/2026,339.31,501.55,0.45,50.9,13.44,6706.02,88045.62,1425486.33,10.08,0,0
20/01/2026,356.19,400.04,0.47,46.29,9.57,5059.12,139538.89,811670.78,14.25,0,0
21/01/2026,542.1,372.16,0.53,23.77,14.5,7098.15,100377.63,1299695.55,13.69,0,0
22/01/2026,463.34,272.12,0.49,31.29,9.49,7518.26,62039.87,940435.9,7.74,0,0
23/01/2026,633.25,320.47,0.43,30.62,14.29,4038.21,141681.08000000002,414792.74,21.36,0,0
26/01/2026,516.85,474.39,0.53,27.58,13.65,6120.61,118982.53,1419902.24,10.89,0,1
27/01/2026,310.66,496.46,0.47,37.93,12.18,8222.74,104583.06,1814079.85,14.47,0,0
28/01/2026,614.94,239.98,0.41,28.23,11.87,6489.9,79610.82,558942.12,15.15,0,0
29/01/2026,333.66,260.77,0.46,35.11,13.09,6039.22,66344.44,658085.36,15.03,0,0
30/01/2026,713.32,410.1,0.41,25.4,15.41,6848.31,50358.15,1101123.54,11.27,0,0
02/02/2026,386.78,516.36,0.53,38.01,13.07,6577.35,133888.49,1666140.15,14.42,0,0
03/02/2026,745.11,288.37,0.39,53.5,9.26,6909.99,140190.72,636936.47,23.64,0,0
04/02/2026,346.01,237.89,0.41,45.89,11.72,5975.95,117776.05,465087.64,13.93,0,0
05/02/2026,612.19,361.33,0.44,38.11,11.13,6005.01,186432.98,768274.74,13.68,0,0
06/02/2026,408.55,328.57,0.36,37.66,12.85,3272.79,136336.82,250785.8,19.5,0,0
09/02/2026,352.56,404.8,0.47,38.43,10.81,7519.13,111632.0,1318927.6,21.51,0,0
10/02/2026,365.96,486.49,0.46,41.41,10.97,7837.25,87366.03,1666496.1,22.26,0,0
11/02/2026,343.99,402.08,0.42,33.0,13.3,6148.73,123416.99,914941.18,8.61,0,1
12/02/2026,516.24,449.16,0.41,26.96,12.19,8115.38,77361.68,1417130.99,13.7,0,0
13/02/2026,306.7,265.41,0.53,36.39,14.45,8855.04,90750.93,1154863.64,14.74,0,0
17/02/2026,437.06,473.48,0.36,44.01,14.76,8174.1,157641.7,1235656.53,14.52,0,0
18/02/2026,344.46,512.57,0.46,36.89,14.28,5722.62,84729.56,1264562.37,17.98,0,0
19/02/2026,440.2,274.09,0.36,49.57,11.19,9938.19,132319.72999999998,848305.33,8.73,0,0
20/02/2026,477.72,614.75,0.37,34.7,10.31,8002.71,70689.14,1749587.27,16.1,0,0
23/02/2026,639.77,166.81,0.5,38.47,15.04,7594.14,57894.55,575494.7,16.79,0,0
24/02/2026,626.25,308.17,0.44,31.48,13.61,7017.66,65812.28,885745.92,11.9,0,0
25/02/2026,585.89,385.21,0.48,40.15,10.91,7603.03,64007.44,1341798.89,13.15,0,0
26/02/2026,455.44,401.0,0.34,39.21,12.29,7901.29,98076.58,979185.3,15.39,0,0
27/02/2026,459.11,312.07,0.48,37.2,13.4,7891.42,87278.36,1094805.85,17.54,0,0
02/03/2026,588.11,545.87,0.36,33.31,14.17,6941.81,88089.76999999999,1276067.53,16.42,0,0
03/03/2026,531.54,640.61,0.41,34.52,13.2,3912.46,90501.64,937106.37,16.98,0,0
04/03/2026,436.9,160.07,0.4,30.65,16.22,6533.47,107934.54000000001,310390.48,6.55,0,0
05/03/2026,752.39,518.43,0.47,28.81,12.21,5816.19,118090.55,1299094.52,12.1,0,0
06/03/2026,585.6,232.74,0.43,27.44,13.57,9886.02,54223.78,935151.31,17.07,0,0
09/03/2026,311.99,261.49,0.39,37.33,11.02,7142.27,75396.27,652980.28,24.92,0,0
10/03/2026,713.49,435.73,0.42,36.83,9.94,6396.2,94927.16,1075619.65,15.09,0,0
11/03/2026,740.31,377.56,0.44,26.82,14.94,8422.52,93434.81,1305768.12,11.17,0,0
12/03/2026,397.75,318.74,0.46,28.2,12.21,10610.03,92085.37,1463561.47,15.02,0,0
13/03/2026,397.68,466.16,0.47,37.71,8.92,5850.79,85122.91,1196757.1,16.52,0,0
16/03/2026,702.29,487.64,0.36,45.99,13.31,9369.76,76502.09,1568363.03,18.37,0,0
17/03/2026,708.44,330.29,0.4,32.11,8.76,6841.42,67466.09,836394.95,16.72,0,0
18/03/2026,572.66,467.49,0.39,60.56,10.86,6753.94,57546.57,1173839.2,8.79,0,0
19/03/2026,413.04,468.13,0.43,28.16,11.73,7999.47,81986.52,1528273.99,21.55,0,0
20/03/2026,550.2,464.74,0.41,27.99,13.55,9029.75,99138.13,1621421.14,11.26,0,0
23/03/2026,329.82,507.01,0.36,34.24,12.64,7053.73,169895.8,1117576.39,25.11,0,0
24/03/2026,694.27,373.07,0.44,54.2,9.76,5874.61,77304.33,887017.6,18.59,0,0
25/03/2026,330.86,225.92,0.38,42.08,12.27,6425.07,67535.45,484054.24,16.58,0,0
26/03/2026,342.12,657.88,0.36,49.89,7.78,5844.85,75204.93,1309070.64,12.35,0,0
27/03/2026,371.7,383.09,0.4,45.59,9.12,6457.38,82368.45999999999,907134.62,16.7,0,0
30/03/2026,649.48,337.35,0.39,33.37,15.02,6859.96,118659.01,783881.92,19.57,0,0
31/03/2026,727.39,488.04,0.43,39.22,8.81,5879.41,76334.19,1157502.33,18.22,0,0
01/04/2026,565.04,254.08,0.42,30.75,13.03,4085.32,111723.23999999999,324235.96,20.5,0,1
02/04/2026,384.72,290.5,0.38,35.26,14.17,8716.77,66085.63,896158.61,11.56,0,0
03/04/2026,571.9,482.9,0.39,28.01,11.25,7485.8,88236.42,1321571.78,4.82,0,0
06/04/2026,748.44,302.6,0.48,28.93,12.7,5486.09,101782.16,695061.44,9.32,0,0
07/04/2026,315.16,344.68,0.37,38.79,10.69,7244.81,131060.92,792881.29,17.27,0,0
08/04/2026,686.64,318.75,0.38,40.83,9.51,8094.32,103368.98999999999,877055.52,23.19,0,0
09/04/2026,660.88,467.89,0.52,38.1,13.89,5769.76,88810.85,1314987.91,23.24,0,0
10/04/2026,413.54,495.93,0.44,42.46,12.87,5504.78,70788.45,1130405.19,7.48,0,0
13/04/2026,316.75,594.74,0.44,48.93,10.45,7525.57,124746.32,1844586.98,26.99,0,0
14/04/2026,340.57,261.98,0.42,29.11,15.04,8349.28,71897.81,846786.83,25.41,0,0
15/04/2026,360.55,274.62,0.38,33.25,12.84,8630.78,123304.71,777365.52,15.74,0,0
16/04/2026,590.56,286.52,0.41,24.12,9.43,9032.08,80243.35,980783.99,13.51,0,0
17/04/2026,651.39,380.76,0.39,45.14,10.61,7127.23,117741.97,940626.03,14.41,0,0
20/04/2026,372.85,576.84,0.43,30.3,12.33,8550.31,67164.04000000001,2053665.11,11.37,0,0
21/04/2026,382.79,477.11,0.44,34.35,12.1,6646.79,98363.47,1296986.52,23.89,0,0
22/04/2026,710.39,603.98,0.48,32.73,14.95,7022.42,91691.37,1944181.22,14.24,0,0
23/04/2026,525.49,366.1,0.46,32.68,13.54,7794.64,115635.82,1197028.32,16.79,0,0
24/04/2026,494.73,331.71,0.4,29.6,15.11,7317.71,85579.16,885363.87,20.03,0,0
27/04/2026,684.83,382.27,0.3,35.79,9.46,5752.83,78751.53,580988.77,11.73,0,0
28/04/2026,753.49,54.1,0.48,45.81,12.42,9829.87,84544.15,170717.91,15.47,0,0
29/04/2026,697.63,444.66,0.44,64.5,12.76,5853.13,202717.48,942449.75,22.54,0,0
30/04/2026,528.03,392.92,0.45,30.88,11.4,6757.03,67859.83,1126877.67,17.69,0,0
01/05/2026,375.69,350.67,0.39,44.25,10.15,8557.19,83096.73999999999,1087195.69,20.83,0,0
04/05/2026,576.57,319.16,0.38,38.1,15.42,10315.81,93482.85,1157626.84,16.09,0,0
